x,y,radiation
66.0,15.0,0.00
66.0,18.0,0.00
66.0,21.0,0.00
66.0,24.0,0.03
69.0,-2.1316e-14,0.19
69.0,3.0,0.00
69.0,6.0,0.03
69.0,9.0,0.00
69.0,12.0,0.02
69.0,15.0,0.00
69.0,18.0,0.00
69.0,21.0,0.00
69.0,24.0,0.00
72.0,-1.4211e-14,0.26
72.0,3.0,0.05
72.0,6.0,0.00
72.0,9.0,0.00
72.0,12.0,0.00
72.0,15.0,0.00
72.0,18.0,0.03
72.0,21.0,0.00
72.0,24.0,0.00
75.0,-2.1316e-14,0.17
75.0,3.0,0.02
75.0,6.0,0.04
75.0,9.0,0.04
75.0,12.0,0.00
75.0,15.0,0.03
75.0,18.0,0.00
75.0,21.0,0.00
75.0,24.0,0.00
78.0,-1.4211e-14,0.38
78.0,3.0,0.16
78.0,6.0,0.15
78.0,9.0,0.21
78.0,12.0,0.12
78.0,15.0,0.09
78.0,18.0,0.10
78.0,21.0,0.13
78.0,24.0,0.07
