x,y,radiation 
-21.5524,3.5076,5.16
-21.5524,4.0087,5.16
-21.5524,4.5098,5.16
-21.5524,5.0108,5.12
-21.5524,5.5119,5.08
-21.5524,6.013,5.08
-21.5524,6.5141,5.08
-21.5524,7.0152,5.06
-21.5524,7.5162,5.04
-21.5524,8.0173,5.04
-21.5524,8.5184,5.04
-21.5524,9.0195,5.10
-21.5524,9.5205,5.16
-21.5524,10.0216,5.16
-21.5524,10.5227,5.16
-21.5524,11.0238,5.12
-21.5524,11.5249,5.09
-21.5524,12.0259,5.09
-21.5524,12.527,5.08
-21.5524,13.0281,5.07
-21.5524,13.5292,5.05
-21.5524,14.0303,5.04
-21.5524,14.5313,5.04
-21.5524,15.0324,5.03
-21.5524,15.5335,5.02
-21.5524,16.0346,5.02
-21.5524,16.5357,4.99
-21.5524,17.0367,4.99
-21.5524,17.5378,4.98
-21.5524,18.0389,5.00
-21.5524,18.54,5.00
-21.5524,19.0411,4.99
-21.5524,19.5421,4.92
-21.5524,20.0432,4.93
-21.5524,20.5443,4.93
-21.5524,21.0454,4.92
-21.5524,21.5465,4.92
-21.5524,22.0475,4.86
-21.5524,22.5486,4.76
-21.5524,23.0497,4.72
-21.5524,23.5508,4.62
-21.5524,24.0518,4.51
-21.5524,24.5529,4.37
-21.5524,25.054,4.27
-21.5524,25.5551,4.11
-21.5524,26.0562,3.91
-21.5524,26.5572,3.60
-21.5524,27.0583,3.37
-21.5524,27.5594,2.99
-22.0537,0.0,5.12
-22.0537,0.5011,5.12
-22.0537,1.0022,5.10
-22.0537,1.5033,5.08
-22.0537,2.0044,5.08
-22.0536,2.5054,5.08
-22.0536,3.0065,5.12
-22.0536,3.5076,5.16
-22.0536,4.0087,5.16
-22.0536,4.5098,5.16
-22.0536,5.0108,5.12
-22.0536,5.5119,5.08
-22.0536,6.013,5.08
-22.0536,6.5141,5.08
-22.0536,7.0152,5.06
-22.0536,7.5162,5.04
-22.0536,8.0173,5.04
-22.0536,8.5184,5.04
-22.0536,9.0195,5.10
-22.0536,9.5205,5.16
-22.0536,10.0216,5.16
-22.0536,10.5227,5.16
-22.0536,11.0238,5.12
-22.0536,11.5249,5.09
-22.0536,12.0259,5.09
-22.0536,12.527,5.08
-22.0536,13.0281,5.08
-22.0536,13.5292,5.10
-22.0536,14.0303,5.10
-22.0536,14.5313,5.10
-22.0536,15.0324,5.10
-22.0536,15.5335,5.01
-22.0536,16.0346,5.01
-22.0536,16.5357,5.01
-22.0536,17.0367,5.01
-22.0536,17.5378,5.01
-22.0536,18.0389,5.00
-22.0536,18.54,5.00
-22.0536,19.0411,4.93
-22.0536,19.5421,4.92
-22.0536,20.0432,4.93
-22.0536,20.5443,4.93
-22.0536,21.0454,4.93
-22.0536,21.5464,4.92
-22.0536,22.0475,4.80
-22.0536,22.5486,4.77
-22.0536,23.0497,4.73
-22.0536,23.5508,4.62
-22.0536,24.0518,4.52
-22.0536,24.5529,4.37
-22.0536,25.054,4.27
-22.0536,25.5551,4.11
-22.0536,26.0562,3.91
-22.0536,26.5572,3.60
-22.0536,27.0583,3.34
-22.0536,27.5594,2.98
-22.5549,0.0,5.12
-22.5549,0.5011,5.16
-22.5549,1.0022,5.16
-22.5549,1.5033,5.16
-22.5549,2.0044,5.12
-22.5549,2.5054,5.13
-22.5549,3.0065,5.13
-22.5549,3.5076,5.13
-22.5549,4.0087,5.14
-22.5549,4.5098,5.11
-22.5549,5.0108,5.11
-22.5549,5.5119,5.11
-22.5549,6.013,5.10
-22.5549,6.5141,5.10
-22.5549,7.0152,5.10
-22.5549,7.5162,5.10
-22.5549,8.0173,5.07
-22.5549,8.5184,5.07
-22.5549,9.0195,5.07
-22.5549,9.5205,5.07
-22.5549,10.0216,5.11
-22.5549,10.5227,5.10
-22.5549,11.0238,5.10
-22.5549,11.5249,5.10
-22.5548,12.0259,5.09
-22.5548,12.527,5.10
-22.5548,13.0281,5.10
-22.5548,13.5292,5.10
-22.5548,14.0303,5.10
-22.5548,14.5313,5.06
-22.5548,15.0324,5.01
-22.5548,15.5335,5.01
-22.5548,16.0346,5.01
-22.5548,16.5357,5.01
-22.5548,17.0367,5.01
-22.5548,17.5378,5.00
-22.5548,18.0389,5.00
-22.5548,18.54,5.00
-22.5548,19.0411,4.93
-22.5548,19.5421,4.92
-22.5548,20.0432,4.96
-22.5548,20.5443,4.94
-22.5548,21.0454,4.89
-22.5548,21.5464,4.88
-22.5548,22.0475,4.80
-22.5548,22.5486,4.76
-22.5548,23.0497,4.72
-22.5548,23.5508,4.59
-22.5548,24.0518,4.53
-22.5548,24.5529,4.42
-22.5548,25.054,4.27
-22.5548,25.5551,4.08
-22.5548,26.0562,3.91
-22.5548,26.5572,3.62
-22.5548,27.0583,3.34
-22.5548,27.5594,2.97
-23.0561,0.0,5.16
-23.0561,0.5011,5.16
-23.0561,1.0022,5.16
-23.0561,1.5033,5.14
-23.0561,2.0044,5.13
-23.0561,2.5054,5.13
-23.0561,3.0065,5.13
-23.0561,3.5076,5.12
-23.0561,4.0087,5.11
-23.0561,4.5098,5.11
-23.0561,5.0108,5.11
-23.0561,5.5119,5.11
-23.0561,6.013,5.10
-23.0561,6.5141,5.10
-23.0561,7.0152,5.10
-23.0561,7.5162,5.09
-23.0561,8.0173,5.08
-23.0561,8.5184,5.08
-23.0561,9.0195,5.08
-23.0561,9.5206,5.09
-23.0561,10.0216,5.10
-23.0561,10.5227,5.10
-23.0561,11.0238,5.10
-23.0561,11.5249,5.10
-23.0561,12.0259,5.04
-23.0561,12.527,5.04
-23.0561,13.0281,5.06
-23.0561,13.5292,5.09
-23.0561,14.0303,5.10
-23.0561,14.5313,5.06
-23.0561,15.0324,5.01
-23.0561,15.5335,5.01
-23.0561,16.0346,5.01
-23.0561,16.5357,5.00
-23.0561,17.0367,4.97
-23.0561,17.5378,4.97
-23.0561,18.0389,5.02
-23.0561,18.54,5.02
-23.0561,19.0411,5.02
-23.0561,19.5421,4.96
-23.0561,20.0432,4.95
-23.0561,20.5443,4.94
-23.0561,21.0454,4.90
-23.056,21.5465,4.88
-23.056,22.0475,4.79
-23.056,22.5486,4.77
-23.056,23.0497,4.63
-23.056,23.5508,4.57
-23.056,24.0518,4.54
-23.056,24.5529,4.42
-23.056,25.054,4.27
-23.056,25.5551,4.09
-23.056,26.0562,3.90
-23.056,26.5572,3.57
-23.056,27.0583,3.25
-23.056,27.5594,2.97
-23.5573,0.0,5.16
-23.5573,0.5011,5.16
-23.5573,1.0022,5.16
-23.5573,1.5033,5.14
-23.5573,2.0044,5.13
-23.5573,2.5054,5.13
-23.5573,3.0065,5.13
-23.5573,3.5076,5.12
-23.5573,4.0087,5.12
-23.5573,4.5098,5.12
-23.5573,5.0108,5.11
-23.5573,5.5119,5.11
-23.5573,6.013,5.10
-23.5573,6.5141,5.10
-23.5573,7.0152,5.10
-23.5573,7.5162,5.09
-23.5573,8.0173,5.08
-23.5573,8.5184,5.08
-23.5573,9.0195,5.08
-23.5573,9.5206,5.09
-23.5573,10.0216,5.10
-23.5573,10.5227,5.10
-23.5573,11.0238,5.07
-23.5573,11.5249,5.05
-23.5573,12.0259,5.04
-23.5573,12.527,5.04
-23.5573,13.0281,5.03
-23.5573,13.5292,5.10
-23.5573,14.0303,5.07
-23.5573,14.5313,5.07
-23.5573,15.0324,5.07
-23.5573,15.5335,5.04
-23.5573,16.0346,5.04
-23.5573,16.5357,5.01
-23.5573,17.0367,5.00
-23.5573,17.5378,5.00
-23.5573,18.0389,5.02
-23.5573,18.54,5.02
-23.5573,19.0411,4.94
-23.5573,19.5421,4.94
-23.5573,20.0432,4.95
-23.5573,20.5443,4.93
-23.5573,21.0454,4.92
-23.5573,21.5465,4.89
-23.5573,22.0475,4.80
-23.5573,22.5486,4.78
-23.5573,23.0497,4.63
-23.5573,23.5508,4.56
-23.5573,24.0518,4.53
-23.5573,24.5529,4.44
-23.5573,25.054,4.33
-23.5573,25.5551,4.11
-23.5573,26.0562,3.86
-23.5573,26.5572,3.57
-23.5573,27.0583,3.26
-23.5573,27.5594,2.97
-24.0585,0.0,5.11
-24.0585,0.5011,5.11
-24.0585,1.0022,5.11
-24.0585,1.5033,5.11
-24.0585,2.0044,5.12
-24.0585,2.5054,5.12
-24.0585,3.0065,5.11
-24.0585,3.5076,5.11
-24.0585,4.0087,5.10
-24.0585,4.5098,5.10
-24.0585,5.0108,5.10
-24.0585,5.5119,5.10
-24.0585,6.013,5.10
-24.0585,6.5141,5.10
-24.0585,7.0152,5.10
-24.0585,7.5162,5.10
-24.0585,8.0173,5.12
-24.0585,8.5184,5.12
-24.0585,9.0195,5.12
-24.0585,9.5206,5.12
-24.0585,10.0216,5.08
-24.0585,10.5227,5.08
-24.0585,11.0238,5.07
-24.0585,11.5249,5.04
-24.0585,12.0259,5.04
-24.0585,12.527,5.04
-24.0585,13.0281,5.07
-24.0585,13.5292,5.08
-24.0585,14.0303,5.08
-24.0585,14.5313,5.07
-24.0585,15.0324,5.07
-24.0585,15.5335,5.05
-24.0585,16.0346,5.05
-24.0585,16.5357,5.02
-24.0585,17.0367,4.99
-24.0585,17.5378,5.00
-24.0585,18.0389,5.02
-24.0585,18.54,4.94
-24.0585,19.0411,4.94
-24.0585,19.5421,4.93
-24.0585,20.0432,4.94
-24.0585,20.5443,4.92
-24.0585,21.0454,4.87
-24.0585,21.5465,4.85
-24.0585,22.0475,4.74
-24.0585,22.5486,4.72
-24.0585,23.0497,4.71
-24.0585,23.5508,4.57
-24.0585,24.0519,4.53
-24.0585,24.5529,4.45
-24.0585,25.054,4.36
-24.0585,25.5551,4.13
-24.0585,26.0562,3.88
-24.0585,26.5572,3.58
-24.0585,27.0583,3.33
-24.0585,27.5594,2.99
-24.5598,0.0,5.11
-24.5597,0.5011,5.11
-24.5597,1.0022,5.11
-24.5597,1.5033,5.12
-24.5597,2.0044,5.12
-24.5597,2.5054,5.12
-24.5597,3.0065,5.11
-24.5597,3.5076,5.10
-24.5597,4.0087,5.10
-24.5597,4.5098,5.10
-24.5597,5.0108,5.10
-24.5597,5.5119,5.10
-24.5597,6.013,5.10
-24.5597,6.5141,5.10
-24.5597,7.0152,5.11
-24.5597,7.5162,5.12
-24.5597,8.0173,5.12
-24.5597,8.5184,5.12
-24.5597,9.0195,5.10
-24.5597,9.5206,5.08
-24.5597,10.0216,5.08
-24.5597,10.5227,5.08
-24.5597,11.0238,5.08
-24.5597,11.5249,5.09
-24.5597,12.0259,5.09
-24.5597,12.527,5.09
-24.5597,13.0281,5.08
-24.5597,13.5292,5.08
-24.5597,14.0303,5.08
-24.5597,14.5313,5.08
-24.5597,15.0324,5.07
-24.5597,15.5335,5.05
-24.5597,16.0346,5.05
-24.5597,16.5357,4.95
-24.5597,17.0367,4.96
-24.5597,17.5378,4.95
-24.5597,18.0389,4.94
-24.5597,18.54,4.94
-24.5597,19.0411,4.93
-24.5597,19.5421,4.94
-24.5597,20.0432,4.93
-24.5597,20.5443,4.90
-24.5597,21.0454,4.87
-24.5597,21.5465,4.85
-24.5597,22.0475,4.75
-24.5597,22.5486,4.73
-24.5597,23.0497,4.72
-24.5597,23.5508,4.64
-24.5597,24.0519,4.54
-24.5597,24.5529,4.42
-24.5597,25.054,4.26
-24.5597,25.5551,4.06
-24.5597,26.0562,3.85
-24.5597,26.5572,3.57
-24.5597,27.0583,3.33
-24.5597,27.5594,2.94
-25.061,0.0001,5.11
-25.061,0.5011,5.11
-25.061,1.0022,5.11
-25.061,1.5033,5.12
-25.061,2.0044,5.12
-25.061,2.5054,5.12
-25.061,3.0065,5.11
-25.061,3.5076,5.10
-25.061,4.0087,5.10
-25.061,4.5098,5.10
-25.061,5.0108,5.10
-25.061,5.5119,5.10
-25.061,6.013,5.10
-25.061,6.5141,5.10
-25.061,7.0152,5.11
-25.061,7.5162,5.12
-25.061,8.0173,5.12
-25.061,8.5184,5.12
-25.061,9.0195,5.10
-25.061,9.5206,5.08
-25.0609,10.0216,5.08
-25.0609,10.5227,5.09
-25.0609,11.0238,5.09
-25.0609,11.5249,5.09
-25.0609,12.026,5.09
-25.0609,12.527,5.09
-25.0609,13.0281,5.12
-25.0609,13.5292,5.11
-25.0609,14.0303,5.11
-25.0609,14.5313,5.11
-25.0609,15.0324,5.11
-25.0609,15.5335,5.05
-25.0609,16.0346,4.95
-25.0609,16.5357,4.95
-25.0609,17.0367,4.95
-25.0609,17.5378,4.95
-25.0609,18.0389,4.94
-25.0609,18.54,4.94
-25.0609,19.0411,4.97
-25.0609,19.5421,4.95
-25.0609,20.0432,4.89
-25.0609,20.5443,4.88
-25.0609,21.0454,4.86
-25.0609,21.5465,4.83
-25.0609,22.0475,4.78
-25.0609,22.5486,4.71
-25.0609,23.0497,4.68
-25.0609,23.5508,4.64
-25.0609,24.0519,4.53
-25.0609,24.5529,4.42
-25.0609,25.054,4.26
-25.0609,25.5551,4.06
-25.0609,26.0562,3.86
-25.0609,26.5572,3.59
-25.0609,27.0583,3.35
-25.0609,27.5594,2.97
-25.5622,0.0001,5.11
-25.5622,0.5011,5.16
-25.5622,1.0022,5.16
-25.5622,1.5033,5.16
-25.5622,2.0044,5.14
-25.5622,2.5054,5.09
-25.5622,3.0065,5.09
-25.5622,3.5076,5.09
-25.5622,4.0087,5.09
-25.5622,4.5098,5.13
-25.5622,5.0108,5.13
-25.5622,5.5119,5.13
-25.5622,6.013,5.12
-25.5622,6.5141,5.15
-25.5622,7.0152,5.15
-25.5622,7.5162,5.15
-25.5622,8.0173,5.13
-25.5622,8.5184,5.09
-25.5622,9.0195,5.09
-25.5622,9.5206,5.09
-25.5622,10.0216,5.08
-25.5622,10.5227,5.10
-25.5622,11.0238,5.09
-25.5622,11.5249,5.09
-25.5622,12.026,5.11
-25.5622,12.527,5.12
-25.5622,13.0281,5.12
-25.5622,13.5292,5.12
-25.5622,14.0303,5.11
-25.5622,14.5313,5.11
-25.5622,15.0324,5.11
-25.5622,15.5335,5.11
-25.5622,16.0346,4.95
-25.5622,16.5357,4.95
-25.5622,17.0367,5.02
-25.5622,17.5378,5.00
-25.5622,18.0389,4.97
-25.5622,18.54,4.94
-25.5622,19.0411,5.02
-25.5622,19.5421,4.97
-25.5621,20.0432,4.89
-25.5622,20.5443,4.88
-25.5621,21.0454,4.88
-25.5621,21.5465,4.85
-25.5621,22.0475,4.81
-25.5621,22.5486,4.72
-25.5621,23.0497,4.69
-25.5621,23.5508,4.58
-25.5621,24.0519,4.52
-25.5621,24.5529,4.44
-25.5621,25.054,4.29
-25.5621,25.5551,4.16
-25.5621,26.0562,3.92
-25.5621,26.5572,3.59
-25.5621,27.0583,3.37
-25.5621,27.5594,2.93
-26.0634,0.0001,5.16
-26.0634,0.5011,5.16
-26.0634,1.0022,5.16
-26.0634,1.5033,5.13
-26.0634,2.0044,5.09
-26.0634,2.5054,5.09
-26.0634,3.0065,5.09
-26.0634,3.5076,5.11
-26.0634,4.0087,5.13
-26.0634,4.5098,5.13
-26.0634,5.0108,5.13
-26.0634,5.5119,5.14
-26.0634,6.013,5.15
-26.0634,6.5141,5.15
-26.0634,7.0152,5.15
-26.0634,7.5162,5.12
-26.0634,8.0173,5.09
-26.0634,8.5184,5.09
-26.0634,9.0195,5.09
-26.0634,9.5206,5.09
-26.0634,10.0216,5.10
-26.0634,10.5227,5.10
-26.0634,11.0238,5.10
-26.0634,11.5249,5.09
-26.0634,12.026,5.13
-26.0634,12.527,5.12
-26.0634,13.0281,5.12
-26.0634,13.5292,5.12
-26.0634,14.0303,5.11
-26.0634,14.5313,5.11
-26.0634,15.0324,5.11
-26.0634,15.5335,5.11
-26.0634,16.0346,5.02
-26.0634,16.5357,5.02
-26.0634,17.0367,5.01
-26.0634,17.5378,5.01
-26.0634,18.0389,4.98
-26.0634,18.54,5.03
-26.0634,19.0411,5.02
-26.0634,19.5421,5.02
-26.0634,20.0432,4.89
-26.0634,20.5443,4.89
-26.0634,21.0454,4.88
-26.0634,21.5465,4.87
-26.0634,22.0475,4.84
-26.0634,22.5486,4.81
-26.0634,23.0497,4.68
-26.0634,23.5508,4.59
-26.0634,24.0519,4.52
-26.0634,24.5529,4.44
-26.0634,25.054,4.32
-26.0634,25.5551,4.19
-26.0634,26.0562,3.90
-26.0634,26.5572,3.59
-26.0634,27.0583,3.34
-26.0634,27.5594,2.98
-26.5646,0.0001,5.16
-26.5646,0.5011,5.16
-26.5646,1.0022,5.16
-26.5646,1.5033,5.13
-26.5646,2.0044,5.09
-26.5646,2.5054,5.09
-26.5646,3.0065,5.09
-26.5646,3.5076,5.11
-26.5646,4.0087,5.13
-26.5646,4.5098,5.13
-26.5646,5.0108,5.13
-26.5646,5.5119,5.14
-26.5646,6.013,5.15
-26.5646,6.5141,5.15
-26.5646,7.0152,5.15
-26.5646,7.5162,5.12
-26.5646,8.0173,5.09
-26.5646,8.5184,5.09
-26.5646,9.0195,5.10
-26.5646,9.5206,5.10
-26.5646,10.0216,5.10
-26.5646,10.5227,5.10
-26.5646,11.0238,5.10
-26.5646,11.5249,5.11
-26.5646,12.026,5.11
-26.5646,12.527,5.11
-26.5646,13.0281,5.11
-26.5646,13.5292,5.04
-26.5646,14.0303,5.04
-26.5646,14.5314,5.05
-26.5646,15.0324,5.02
-26.5646,15.5335,5.02
-26.5646,16.0346,5.02
-26.5646,16.5357,5.01
-26.5646,17.0367,5.01
-26.5646,17.5378,5.00
-26.5646,18.0389,5.00
-26.5646,18.54,5.01
-26.5646,19.0411,5.02
-26.5646,19.5421,5.01
-26.5646,20.0432,4.90
-26.5646,20.5443,4.89
-26.5646,21.0454,4.88
-26.5646,21.5465,4.82
-26.5646,22.0475,4.83
-26.5646,22.5486,4.82
-26.5646,23.0497,4.68
-26.5646,23.5508,4.66
-26.5646,24.0519,4.56
-26.5646,24.5529,4.38
-26.5646,25.054,4.27
-26.5646,25.5551,4.13
-26.5646,26.0562,3.87
-26.5646,26.5572,3.59
-26.5646,27.0583,3.34
-26.5646,27.5594,2.98
-27.0658,0.0001,5.09
-27.0658,0.5011,5.10
-27.0658,1.0022,5.09
-27.0658,1.5033,5.09
-27.0658,2.0044,5.13
-27.0658,2.5054,5.13
-27.0658,3.0065,5.13
-27.0658,3.5076,5.13
-27.0658,4.0087,5.10
-27.0658,4.5098,5.10
-27.0658,5.0108,5.10
-27.0658,5.5119,5.10
-27.0658,6.013,5.12
-27.0658,6.5141,5.13
-27.0658,7.0152,5.12
-27.0658,7.5162,5.12
-27.0658,8.0173,5.08
-27.0658,8.5184,5.08
-27.0658,9.0195,5.09
-27.0658,9.5206,5.10
-27.0658,10.0216,5.10
-27.0658,10.5227,5.11
-27.0658,11.0238,5.11
-27.0658,11.5249,5.11
-27.0658,12.026,5.11
-27.0658,12.527,5.08
-27.0658,13.0281,5.05
-27.0658,13.5292,5.05
-27.0658,14.0303,5.04
-27.0658,14.5313,5.02
-27.0658,15.0324,5.02
-27.0658,15.5335,5.02
-27.0658,16.0346,5.02
-27.0658,16.5357,5.00
-27.0658,17.0367,5.00
-27.0658,17.5378,5.00
-27.0658,18.0389,5.00
-27.0658,18.54,5.03
-27.0658,19.0411,5.03
-27.0658,19.5421,4.94
-27.0658,20.0432,4.90
-27.0658,20.5443,4.89
-27.0658,21.0454,4.83
-27.0658,21.5465,4.81
-27.0658,22.0475,4.78
-27.0658,22.5486,4.76
-27.0658,23.0497,4.69
-27.0658,23.5508,4.67
-27.0658,24.0519,4.57
-27.0658,24.5529,4.38
-27.0658,25.054,4.28
-27.0658,25.5551,4.13
-27.0658,26.0562,3.89
-27.0658,26.5572,3.63
-27.0658,27.0583,3.31
-27.0658,27.5594,2.95
-27.5671,0.0001,5.09
-27.5671,0.5011,5.09
-27.5671,1.0022,5.11
-27.5671,1.5033,5.13
-27.5671,2.0044,5.13
-27.5671,2.5055,5.13
-27.5671,3.0065,5.11
-27.5671,3.5076,5.10
-27.5671,4.0087,5.10
-27.5671,4.5098,5.10
-27.5671,5.0108,5.11
-27.5671,5.5119,5.12
-27.5671,6.013,5.12
-27.5671,6.5141,5.12
-27.5671,7.0152,5.10
-27.5671,7.5162,5.08
-27.567,8.0173,5.08
-27.5671,8.5184,5.08
-27.567,9.0195,5.08
-27.567,9.5206,5.07
-27.567,10.0216,5.07
-27.567,10.5227,5.08
-27.567,11.0238,5.11
-27.567,11.5249,5.11
-27.567,12.026,5.11
-27.567,12.527,5.09
-27.567,13.0281,5.05
-27.567,13.5292,5.05
-27.567,14.0303,5.04
-27.567,14.5314,5.02
-27.567,15.0324,5.02
-27.567,15.5335,5.01
-27.567,16.0346,5.01
-27.567,16.5357,5.06
-27.567,17.0367,5.05
-27.567,17.5378,5.03
-27.567,18.0389,5.04
-27.567,18.54,5.03
-27.567,19.0411,5.03
-27.567,19.5421,5.03
-27.567,20.0432,4.90
-27.567,20.5443,4.89
-27.567,21.0454,4.88
-27.567,21.5465,4.82
-27.567,22.0475,4.80
-27.567,22.5486,4.77
-27.567,23.0497,4.68
-27.567,23.5508,4.62
-27.567,24.0519,4.59
-27.567,24.5529,4.46
-27.567,25.054,4.35
-27.567,25.5551,4.12
-27.567,26.0562,3.91
-27.567,26.5573,3.57
-27.567,27.0583,3.33
-27.567,27.5594,3.04
-28.0683,0.0001,5.09
-28.0683,0.5011,5.09
-28.0683,1.0022,5.11
-28.0683,1.5033,5.13
-28.0683,2.0044,5.13
-28.0683,2.5055,5.13
-28.0683,3.0065,5.11
-28.0683,3.5076,5.10
-28.0683,4.0087,5.10
-28.0683,4.5098,5.10
-28.0683,5.0108,5.11
-28.0683,5.5119,5.13
-28.0683,6.013,5.13
-28.0683,6.5141,5.12
-28.0683,7.0152,5.11
-28.0683,7.5162,5.09
-28.0683,8.0173,5.09
-28.0683,8.5184,5.08
-28.0683,9.0195,5.07
-28.0683,9.5206,5.07
-28.0683,10.0216,5.07
-28.0683,10.5227,5.07
-28.0683,11.0238,4.99
-28.0683,11.5249,5.00
-28.0683,12.026,4.99
-28.0683,12.527,4.99
-28.0683,13.0281,5.08
-28.0683,13.5292,5.08
-28.0683,14.0303,5.08
-28.0683,14.5314,5.08
-28.0683,15.0324,5.04
-28.0683,15.5335,5.04
-28.0683,16.0346,5.06
-28.0683,16.5357,5.07
-28.0683,17.0367,5.07
-28.0683,17.5378,5.06
-28.0683,18.0389,4.97
-28.0683,18.54,4.99
-28.0682,19.0411,5.02
-28.0682,19.5421,5.03
-28.0682,20.0432,4.89
-28.0682,20.5443,4.88
-28.0682,21.0454,4.86
-28.0682,21.5465,4.82
-28.0682,22.0475,4.82
-28.0682,22.5486,4.80
-28.0682,23.0497,4.77
-28.0682,23.5508,4.64
-28.0682,24.0519,4.60
-28.0682,24.5529,4.48
-28.0682,25.054,4.38
-28.0682,25.5551,4.12
-28.0682,26.0562,3.90
-28.0682,26.5573,3.57
-28.0682,27.0583,3.31
-28.0682,27.5594,2.98
-28.5695,0.0001,5.09
-28.5695,0.5011,5.13
-28.5695,1.0022,5.13
-28.5695,1.5033,5.13
-28.5695,2.0044,5.13
-28.5695,2.5055,5.11
-28.5695,3.0065,5.11
-28.5695,3.5076,5.11
-28.5695,4.0087,5.11
-28.5695,4.5098,5.11
-28.5695,5.0108,5.11
-28.5695,5.5119,5.11
-28.5695,6.013,5.12
-28.5695,6.5141,5.07
-28.5695,7.0152,5.07
-28.5695,7.5162,5.07
-28.5695,8.0173,5.08
-28.5695,8.5184,5.07
-28.5695,9.0195,5.07
-28.5695,9.5206,5.07
-28.5695,10.0216,5.04
-28.5695,10.5227,5.01
-28.5695,11.0238,4.99
-28.5695,11.5249,4.99
-28.5695,12.026,5.04
-28.5695,12.527,5.08
-28.5695,13.0281,5.08
-28.5695,13.5292,5.08
-28.5695,14.0303,5.07
-28.5695,14.5314,5.05
-28.5695,15.0324,5.05
-28.5695,15.5335,5.04
-28.5695,16.0346,5.05
-28.5695,16.5357,5.07
-28.5695,17.0367,5.07
-28.5695,17.5378,4.98
-28.5695,18.0389,4.97
-28.5695,18.54,4.97
-28.5695,19.0411,4.93
-28.5695,19.5421,4.93
-28.5695,20.0432,4.89
-28.5695,20.5443,4.88
-28.5695,21.0454,4.93
-28.5695,21.5465,4.91
-28.5695,22.0475,4.81
-28.5695,22.5486,4.77
-28.5695,23.0497,4.77
-28.5695,23.5508,4.63
-28.5695,24.0519,4.49
-28.5695,24.5529,4.41
-28.5695,25.054,4.33
-28.5695,25.5551,4.10
-28.5695,26.0562,3.84
-28.5695,26.5573,3.62
-28.5695,27.0583,3.31
-28.5695,27.5594,2.98
-29.0707,0.0001,5.13
-29.0707,0.5011,5.13
-29.0707,1.0022,5.13
-29.0707,1.5033,5.12
-29.0707,2.0044,5.11
-29.0707,2.5055,5.11
-29.0707,3.0065,5.11
-29.0707,3.5076,5.11
-29.0707,4.0087,5.11
-29.0707,4.5098,5.11
-29.0707,5.0109,5.11
-29.0707,5.5119,5.09
-29.0707,6.013,5.07
-29.0707,6.5141,5.07
-29.0707,7.0152,5.07
-29.0707,7.5162,5.07
-29.0707,8.0173,5.10
-29.0707,8.5184,5.10
-29.0707,9.0195,5.10
-29.0707,9.5206,5.08
-29.0707,10.0216,5.00
-29.0707,10.5227,5.00
-29.0707,11.0238,5.00
-29.0707,11.5249,4.99
-29.0707,12.026,5.04
-29.0707,12.527,5.09
-29.0707,13.0281,5.08
-29.0707,13.5292,5.08
-29.0707,14.0303,5.08
-29.0707,14.5314,5.05
-29.0707,15.0324,5.05
-29.0707,15.5335,5.05
-29.0707,16.0346,4.97
-29.0707,16.5357,4.96
-29.0707,17.0368,4.96
-29.0707,17.5378,4.98
-29.0707,18.0389,4.98
-29.0707,18.54,4.95
-29.0707,19.0411,4.93
-29.0707,19.5421,4.92
-29.0707,20.0432,4.90
-29.0707,20.5443,4.91
-29.0707,21.0454,4.93
-29.0707,21.5465,4.92
-29.0707,22.0475,4.82
-29.0707,22.5486,4.78
-29.0707,23.0497,4.70
-29.0707,23.5508,4.64
-29.0707,24.0519,4.49
-29.0707,24.5529,4.42
-29.0707,25.054,4.33
-29.0707,25.5551,4.09
-29.0707,26.0562,3.85
-29.0707,26.5573,3.62
-29.0707,27.0583,3.32
-29.0707,27.5594,2.94
-29.5719,0.0001,5.13
-29.5719,0.5011,5.13
-29.5719,1.0022,5.13
-29.5719,1.5033,5.12
-29.5719,2.0044,5.11
-29.5719,2.5055,5.11
-29.5719,3.0065,5.11
-29.5719,3.5076,5.11
-29.5719,4.0087,5.11
-29.5719,4.5098,5.11
-29.5719,5.0109,5.11
-29.5719,5.5119,5.09
-29.5719,6.013,5.07
-29.5719,6.5141,5.07
-29.5719,7.0152,5.09
-29.5719,7.5162,5.09
-29.5719,8.0173,5.10
-29.5719,8.5184,5.10
-29.5719,9.0195,5.10
-29.5719,9.5206,5.13
-29.5719,10.0216,5.13
-29.5719,10.5227,5.13
-29.5719,11.0238,5.06
-29.5719,11.5249,5.11
-29.5719,12.026,5.11
-29.5719,12.527,5.11
-29.5719,13.0281,5.10
-29.5719,13.5292,5.07
-29.5719,14.0303,5.07
-29.5719,14.5314,5.07
-29.5719,15.0324,5.00
-29.5719,15.5335,4.97
-29.5719,16.0346,4.97
-29.5719,16.5357,4.97
-29.5719,17.0368,4.98
-29.5719,17.5378,4.98
-29.5719,18.0389,4.98
-29.5719,18.54,4.98
-29.5719,19.0411,4.93
-29.5719,19.5421,4.92
-29.5719,20.0432,4.90
-29.5719,20.5443,4.89
-29.5719,21.0454,4.94
-29.5719,21.5465,4.88
-29.5719,22.0475,4.83
-29.5719,22.5486,4.80
-29.5719,23.0497,4.70
-29.5719,23.5508,4.61
-29.5719,24.0519,4.52
-29.5719,24.5529,4.41
-29.5719,25.054,4.33
-29.5719,25.5551,4.14
-29.5719,26.0562,3.91
-29.5719,26.5573,3.64
